cleaned_text,Sentiment
شفتوا كيف التنظيم والترتيب والهدوء والراحة النفسية والطمأنينة الناس تزور بكل اريحية وبكل سلاسة لو في احدى ذيك الدول اللي تستغلها  كان تشوفون اللطم والصياح والبكاء والرعب واشياء مُرعبة ما انزل الله بها من سلطان   مثل ه الاعمال الراقية ماتشوفها غير في  🇸🇦 الله يديم عزها,ايجابي
من تجربتي  كنت محيّره من سفرتي إلى   وخاصة أنها أول زيارة لي للمملكة العربية   للأمانة أخذتني أقل من ٥ دقائق معاملة التأشيرة السياحية بمطار الملك خالد والموظفة بشوشه ودردشنا مع بعض وبعد ما ختمت الجواز رحت للمسار السريع وقدمت جوازي للموظف الذي أعاده إلى مع حيالله فيكِ في الرياض  مدينة منظمة شوارعها مرتبة والأحلى مع تطبيق إبشر بتخلّص معاملاتك الرسمية وأنت في بيتك,ايجابي
تقام فعاليات معرض السفر السعودي خلال الفترة من  إلى  أكتوبر في حديقة تيانتان ببكين والتي تقدم للزوار تجربة غامرة لسحر السعودية من خلال الأكشاك الثقافية والعروض الحية ومنتجات السفر التفضيلية,ايجابي
ترفيه آل الشيخ  يعتبر السابع من مايو  بداية التحول السعودي من بلد راعٍ للدعوة الإسلامية ومحافظ على هويته الإسلامية إلى وجهة سياحية ومركز عالمي جديد لصناعة الترفيه تم إنشاء هيئة الترفيه برئاسة  يوم  مايو  ليقود المملكة منذ ذلك الحين إلى طريق مختلف تنفيذًا لرؤية محمد بن سلمان لتكوين سعودية جديدة والدخول إلى عهد جديد بأفكار وسياسات مختلفة تمامًا عمّا سلف  تركي آل الشيخ حوَّل أسرته العريقة والحاكم الديني للسعودية إلى راعية للترفيه والانفتاح انفتاح يبدو أنَّه خرج عن السيطرة وتعدى حدود الثقافة العربية إلى نطاق عالمي أوسع وأفقد البلد قدسيته ومكانته الدينية مهازل آل الشيخ لا نهاية لها باستجلاب الداعرات وإقامة الحفلات الماجنة واستضافة الفعاليات المنحطة وبجعل السعودية مسرحًا مفتوحًا يستعرض عليه تافهو الرياضة والفن والمصارعة والغناء والموضة وصولًا إلى مسابقات جمال الكلاب وموسم الرياض الذي بات الحدث الأكبر في السعودية تكتسي فيه الرياض والسعودية عامة لباسًا مكشوفًا يظهر الانخلاس الرهيب للسعودية عن ثقافتها وقيمها التي حافظت عليها دهورًا وأضاعها آل الشيخ وبن سلمان في بضع سنوات  بلغ الإنفاق السعودي على موسم الرياض هذه السنة أكثر من  مليار ريال سعودي إضافةً إلى ميزانية ضخمة للرياضة والفن والحفلات تتخطى المليار دولار تدفعها السعودية لتسقط عنها تهمة الوهابية ولتثبت للعالم أنَّها لم تعد مركزًا دينيًا وأفكار أخرى كثيرة تريد السعودية تمريرها عبر ترفيه آل الشيخ زرياب العصر الحديث  ولكن ما يُستغرب منه المشاهد الأخيرة التي خرجت من السعودية والتي وصفها الكثيرون على أنَّها تسول جماعي يرعاه تركي آل الشيخ على خلفية نقل الطائرات الثلاث بين جدة والرياض خرج آلاف السعوديين وارتموا على الطرقات وابتذلوا وتذللوا لنيل فتات رماه هذا التافه خرجت النساء المسنة ومصابو الحرب والأطفال والشيوخ في مشاهد مبتذلة لم نعهد عليها من شعب المملكة هذه القبائل العربية التي  لم نعهدها إلا رزينة الأفعال كبيرة الأصول وتجمعنا بهم روابط تاريخية وأسرية عميقة ويعز علينا أن يتحكم به شخص خفيف العقل كتركي آل الشيخ  رؤية تنزع القيم وتغرق المبادئ وتدفع بلد عريق وشعب أصيل إلى حافة الابتذال والانسلاخ من ثقافته وأصوله لن تأتي إلا بوبال قصر الزمن أو طال فلا يصبح إخوتنا في المملكة شعبًا مطواعًا سهل التشكيل والتوجيه من شخص من غرابته يرتدي نظارة شمسية في المساء,ايجابي
  جده التاريخيه   مدائن صالح   واحه الاحساء   الدرعيه   قصر المصمك   المتحف الوطني السعودي   قلته تبوك   العلا  جبل احد  حافه العالم  🇸🇦🇸🇦🇸🇦🇸🇦    تم الشروط 👍     ,ايجابي
كاتيا شقيقة الاسطورة كريستيانو تتحدث عن المملكه العربيه السعوديه 🇸🇦   السعوديه واحدة من أكثر الأماكن أمانا في العالمواحدة من الأفضل في العالم لا أحد يقلل من احترامك لا توجد عمليات سطو لا يوجد انعدام للأمن في أي وقت  يمكنك ترك هاتفك على الطاولة على الشرفة والذهاب إلى الحمام والعودة ما يخصك يمكنك حتى ترك مفاتيحك في السيارة وحتى محفظتك هنا لا يأخذ أحد ما ليس له  السعوديه مختلفه عن دبي نعم لا يزال بإمكانك رؤيتهم وهم مازالوا يتكيفون في مجال السياحه هم يسيرون شيئًا فشيئًا ولكنهم يفتحون الأبواب بالفعل أمام السياحة وكل يوم آتي إليهم أرى المزيد من التطور النمو اليومي الفنادق التي يتم بناؤها في وقت قياسي المطاعم مراكز التسوق الترفيه بشكل عام تطور هائل  السعوديه تتمتع بسحرها وكما قلت فهي تنمو هناك الكثير من الأماكن الجميلة إذا أتيحت لي الفرصة فسوف اقوم بتصويرها ومشاركتها معكم  هل هي دولة ناميه هناك عدة طبقات اجتماعية كما هو طبيعي فهي جزء من الحياة الفقراء يعتمد على وجهة نظر كل شخص بالنسبة لي الفقراء هم أولئك الذين ليس لديهم ما يأكلونه أو مكان ينامون فيه هنا أرى المتواضع والعامل والذي يكافح من أجل لقمة عيشه  في السعوديه لا يمكنك التجول عاريا هذا واضح مثل البرتغال يجب على الجميع احترام المكان الذي يتواجدون فيه إذا ذهبت إلى الكنيسة فإنك لا ترتدي السراويل القصيرة أو القميص بدون أكمام وإذا ذهبت إلى المستشفى فإنك لا تذهب كما لو كنت على الشاطئ إلخ أنا أرتدي نفس ملابسي أنا في أي مكان في العالم أتغير حسب البيئة التي أتواجد فيها ولكن ليس هناك حدود الفكره هي الاحترام ,ايجابي
📰  🔸  مجلة    البريطانية  🔸  لقد شهد ازدهار الترفيه في  عددًا كبيراً من العروض المذهلة وبناء العديد من الأماكن الرائعة  أطلق ولي العهد السعودي    وهي مبادرة مصممة للمساعدة في توسيع صناعة الترفيه المحلية وتعزيز السياحة من الرياض إلى الساحل في جدة وحتى المدن الشمالية بما في ذلك العلا  في  العربية  تحدث أشياء رائعة  🇸🇦,ايجابي
  هل قولهم ان سالم افضل لاعب بالكرة السعودية  يلغي قولهم السابق ان سامي افضل لاعب بالكرة السعودية  وربما بعد عدة مواسم ياتوا بلاعب ثالث ورابع وخامس نهاية القول ماجد احمد عبدالله  هو اسطورة الرياضة الاسيويه والعربية والخليجية والسعوديه,سلبي
تنقسم المواسم لقسمين مواسم امتزاجية ومواسم انفصالية التفاصيل في  مع      ,ايجابي
تنقسم المواسم لقسمين مواسم امتزاجية ومواسم انفصالية التفاصيل في  مع      ,ايجابي
السعودية  افتتاحية الموسم اول حالة وسمية ممطرة تشمل عدد مناطق المملكة  و  و  و  و  بعد منتصف الأسبوع الحالي ⛈⚡☔   لمعرفة توقيت بدء الحالة المطرية عبر التقرير المفصل خلال صفحة تطبيق راصد ويذر عبر الرابط,ايجابي
 انطلاق  الفعاليات المصاحبة لموسم مزاد صرام تمور  ,ايجابي
⛈️ بمشيئة الله تعالى اول حالة وسمية في هذا العام تؤثر على المملكة وتبدأ من الخميس وتتابع الأمطار والهطولات بشكل يومي مع اشتباكها مع حالة جوية أخرى نهاية الأسبوع واقوى فرص التوقعات يومي الجمعة والسبت المقبل والله اعلم ⛈️أقوى فرص التوقعات منطقة حائل والقصيم والجنوبية الغربية وأجزاء من مكة والمدينة والشرقية  👍 من المهم متابعة نشرات المركز الوطني للأرصاد بخصوص هذه الحالة  نسأل الله الكريم من فضله  👇خريطة المركز الأوروبي بشكل يومي,ايجابي
البطل عمر العازمي لاعب اكاديمية الابطال بالجبيل يحقق رقم قياسي في تحقيق ذهبية دورة الألعاب السعودية للكاراتية ثلاث مواسم متتالية كاول مرة في مسابقات الكاراتيه,ايجابي
  واحد من أهم مواسم السنة في  🌧,ايجابي
 ليش مو بعينك قنوات  وشاهد و و  ولا مواسم الترفيه   مشكلتك ماتعرف مسابقات الابل  البعرانالتي تقوم السعودية    تريد بعد عظمة ولا بيكفي   قالها مندوب سوريا الجعفري لما وصفهم بهذا الوصف  اسمعوا,ايجابي
محمد سالم العنزي قطري من أصل كويتي ولد في السعودية وعاش أغلب مسيرته الكروية بالأمارات لعب فيها بأخر ٨ مواسم تنازل عن الجنسية القطرية,سلبي
 اختي شيرين السعودية تواجه ضغط كبير داخليا وخارجيا لذالك بن سلمان غبي قام بحملة الترفيه مواسم الرياض والترفيه لكي يرضي الجميع الخارجي والداخلي اراد تكحيلها ولاكنه اعماها الحل الوحيد له هو يقضي على الفساد والفقر والبطاله والمواطن السعودي سيكون بجانبه امام اي تهديد خارجي او داخلي,ايجابي
محمد السهلاوي مع النصر في الدوري  🏟  مواسم ⚽️  هدف  سامي الجابر مع الهلال في الدوري  🏟  موسم ⚽️  هدف  محمد السهلاوي مع المنتخب  🏟  مباراة ⚽️  هدف  سامي الجابر مع المنتخب  🏟  مباراة ⚽️  هدف  الإعلام قادر على صناعة الأساطير الورقية,ايجابي
لا بس هو نفسه اللي قال مواسم السعوديه فقيره ويشحذ حفله لفنانته عشان تكون منقوله 😂😂 يا مهان فهمت ان الأضواء كلها على حفلات السعودية,ايجابي
أهم مواسم الأمطار في الجزيرة العربية يبدأ اليوم ويستمر  يومًا,ايجابي
أعلام وجمهور القواطي لا يحملون ذرة وطنيه  مباريات المنتخب فرصه لتنفيس عن أحقادهم وكرههم للزعيم العالمي ولاعبيه اللي داعسهم دعس في كل البطولات ومطلعهم صفري اربع مواسم  كانوا يقولون مانشجع  منتخب الهلال ولا يهمنا المنتخب المحلي الان يهاجمون قائد منتخبنا وأفضل اسيوي,ايجابي
🧤🟡⚫️  • بيع المتبقي من عقد المحاسنة  • تجديد عقد اسامة المرمش لمدة طويلة • عقد حامد الشنقيطي خمس مواسم • عقد رايكوفيتش اربع مواسم   هكذا راح يكون وضع الاتحاد جدًا ممتاز في هذي الخانة نمتلك حارس اجنبي مميز للغاية واسماء تشكل مستقبل مهم لهذي الخانة في السعودية 💛👏🏻,ايجابي
 فيه اكتر من كده بيقولك اوعي تاخد بتصريح الشركة التي تمتلك المنصة والتسويق واسمع كلامي أنا  ماشفت اكتر من هذه الجرآة الكاذبة السعودية اول من اعترفت بالصفقة ولها أسهم في الشركة وردوا وقالوا مدراء التسويق بسبب مواسم الاعياد  يقولك لأ كله كلام فارغ انا اللي عارف تركوا السوق وهجروه,ايجابي
أبطال التنس السعوديين عمار وسعود  وأختهم يارا الحقباني  يجسدون معنى الاحترافية والتنافسية بفوزهم في المراكز الأولى لثلاث مواسم متتالية في دورة الألعاب السعودية  تقف خلفهم عائلة واعية بالفكر التربوي والاستثمار في الأبناء وتقديم الدعم اللامحدود لتذليل الصعاب   عشنا  معهم في مركز موڤ للطب الرياضي الشامل  قصص وتحديات علاجية قبل وأثناء وبعد المنافسات ونتمناهم دائماً بأفضل جاهزية   اليوم سعدت بحضور نهائي الأشقاء اللي مابينهم أحد خاسر ومالمسته من تقدير ووفاء من هؤلاء الأبطال ينسيك كل التعب ويشعرك بحلاوة الإنجاز,ايجابي
الزعاق  أفضل مواسم  في المنطقة 🌱🌧️  وهذه سمات سُحبه الممطرة 🌧️  التفاصيل,ايجابي
القارة الشاسعة بتضاريس وطبوغرافية وتنوع مناخي هائل المملكة العربية السعودية تضم مناظر طبيعية تفوق الخيال برسم الاكتشاف والتطوير والإعداد كمزارات سياحية يندر وجودها في العالمهذه تكوينات صخرية لم تنحتها يد فنان بل أبدعها الخالق العظيم سبحانه وتعالى في منطقة حائل الجميلة,ايجابي
 إطلاق حملة تشجير تبدأ السبت المقبل في  للوصول إلى  طبيعية مستدامة وتحسين جودة الحياة خاصةً مع تزايد حرارة الأرض  معلومة تُشكّل الأشجار في السعودية فقط ٤٢٥٪ من نسبة مانملكه من الغطاء النباتي الذي لاتزيد مساحته اصلاً عن ١٢٪ من اجمالي مساحة المملكة ,ايجابي
🔴 مشروع سعودي مذهل  أطلق في عام م لزراعة أشجار الصندل والعود أطلقت المرحلة الأولى للمشروع في جازان ثم مكة المكرمة والطائف  النتائج الأولية للمشروع أراها تجربة بحثية غير عادية ومشروع يُلهمنا نحن السعوديين لإطلاق مشروع ثقافي وطني يحمل اسم طريق البخور    الذي كان يدار وتُشرف عليه الممالك العربية القديمة في حدود عام ٧٥٠ قم  وتقوم فكرة استثمار التراث على توظيف دراسات وبحوث التراث لتنفيذ مشاريع ثقافية وطنية وتقديم حلول لمشاكل إنسانية عالمية وهناك العديد من المشاريع الدولية الناجحة في استثمار التراث تجاوزت تماماً المناهج البحثية التقليدية القائمة على كتابة بحوث ودراسات تاريخية وصفية وجمع وتوثيق التراث   ظني أن المناهج البحثية الحديثة تجاوزت جمع وتوثيق التراث إلى الاقتصاد المعرفي واستثمار التراث في مشاريع تنموية مستدامة تلهم جيل الشباب لبناء المستقبل   مصدر المقطع حساب   تغريدة,ايجابي
في سبتمبر  أطلقت السعودية الإستراتيجية الوطنية للسياحة وأتاحت تأشيرات الزيارة لمواطني عدد من الدول كانت هذه لحظة البداية ومرت  أعوام قبل أن تصبح إحدى أفضل الوجهات السياحية أداءً في العالم خلال الربع الأول من  بنمو ٪ في أعداد السياح  نعرض لكم في هذا التقرير خلاصة التجربة السعودية لتكون مرجعًا لعملائنا,ايجابي
فعلا من كل بستان زهرة  التنوع الجغرافي في  لا تضاهيه أي جغرافيا دولة في الشرق الأوسط هناك الصحاري والغابات الخضراء والسهول والجبال والشواطئ البكر والجزر العذراء   للأسف أن انغلاقنا على السياحة سابقاً وعدم وجود تأشيرة سياحية ساهم في تكوين صورة نمطية إن السعودية مجرد صحراء جافة فقط بينما الواقع يقول إنها من أكثر الدول تنوعاً على مستوى العالم  ⁃ المالديف تمتاز بجمال شواطئها  ⁃ أيضاً السعودية لديها شواطئ رائعة  ⁃ دول أوروبا تمتاز بطبيعتها الخلابة ⁃ أيضاً الجنوب مليانة غابات خضراء وجبال مهيبة المنظر  ⁃ لندن تمتاز بطراز معماري خاص ⁃ كل منطقة في السعودية لها طرازها المعماري الخاص  علاوة على التنوع الثقافي الموجود  ⁃المنطقة الوسطى تشتهر بالعرضة النجدية ولها طراز معماري خاص ومميز ⁃والجنوب فيها أجواء وثقافة وعمارة مختلفة ⁃والمنطقة الشرقية تنعم بواحات النخيل وساحل الخليج واللي ولد ثقافة خاصة بأهل المنطقة ⁃والشمال تشتهر بالدحة ومزارع الزيتون ⁃ أما الغربية  يخلص الكلام واحنا ما خلصنا  تمتلك كنز ثقافي ضخم من فنون  مثل المجرور  أو رواشينها المعلقة على بيوتها العتيقة  أو حتى الكنوز التاريخية الموجودة والمصنف ٦ منها على قائمة اليونسكو للتراث العالمي  ⁃مدينة الحجر في العلا ⁃حي الطريف التاريخي في الدرعية ⁃جدة التاريخية ⁃الفنون الصخرية في حائل ⁃واحة الأحساء ⁃منطقة حمى في نجران  باختصار إذا وجد السائح ما يميز دولة معينة وتختص به عن غيرها فإن ما يميز السعودية عن العالم هو تنوعها,ايجابي
🌟 اكتشف الجوهرة المخفية  بركة شعيب لوها على بعد نصف ساعة فقط من الرياض 🏞️  هل كنت تبحث عن مكان التخييم المثالي لا مزيد من البحث لقد عثرنا مؤخرًا على بركة شعيب لوها وسرعان ما أصبحت واحدة من الأماكن المفضلة لدينا التي يجب زيارتها 🌳⛺  يقع بركة شعيب لوها في قلب الطبيعة ويوفر تجربة تخييم رائعة لا مثيل لها والمناطق المحيطة الهادئة والمناظر الخلابة ستتركك في حالة من الذهول 🌅✨,ايجابي
في مداخلة لي في مؤتمر الاطراف ١٦  للتنوع الاحيائي الحالي في مدينة كالي بكولومبيا تطرقت الى تجربة المملكة العربية السعودية الرائدة في البناء المؤسسي لقطاع البيئة وانشاء المراكز البيئية الوطنية والاستراتيجية الوطنية للبيئة ونظام البيئة ولائحته التنفيذية  كأحد أقوى القوانين البيئية في العالم وأثره في حماية واستدامة واعادة تأهيل الاراضي والتنوع الاحيائي  وبينت ان الاساس في تنمية التنوع الاحيائي واستدامة بيئاته هو انفاذ القانون وهو ما يحمي مشاريع الانماء واعادة التأهيل واستعادة الاراضي لإنتاجيتها  ولقد رأينا في المملكة اختفاء مشاهد قطع الاشجار وبيعها في الطرقات وكذلك رأينا احترام لوجود ومعيشة الكائنات الفطرية وانتقلنا من مرحلة خشية العقوبات الى مرحلة احترام الكائنات الحيوانية والنباتية ادراكاً لدورها واهميتها في الحياة واصبح نظام البيئة احد اقوى ادوات التوعية والالتزام بالحفاظ على البيئة  في اليوم التالي استوقفني عضو الوفد الفرنسي البروفيسور ميشيل بريور وهو محامي وعميد كلية القانون في فرنسا وأشاد بمداخلتي وأكد على فعالية نظام البيئة وطلب تزويده بنسخة انجليزية من نظام البيئة السعودي  كما أهداني كتاب من تأليفه بعنوان   قياس فعالية  القانون البيئي اننا في المملكة نحمد الله على ما هيئ لنا من كفاءات امثال سعادة وكيل الوزارة للبيئة الدكتور اسامة فقيها الذي قاد العمل البيئي ضمن منظومة متكاملة بدعم وحكمة ومتابعة معالي وزير البيئة والمياه والزراعة ومعالي نائبه  لبناء صرح البيئة بمعاضدة الزملاء في قطاع البيئة تعزيزاً لرؤية المملكة  التي اولت الشأن البيئي اهمية كبرى وتمخض عن دعم القيادة الحكيمة المبادرات الوطنية  والاقليمية وسارت المملكة نحو التميز والابداع واصبحت المثل الذي يحتذى به من الدول الاخرى ,ايجابي
في إطار  التي أطلقها صاحب السمو الملكي الأمير  بن عبدالعزيز آل سعود  رئيس مجلس الوزراء رئيس اللجنة العليا للسعودية الخضراء  حفظه الله  أعلنت المملكة العربية السعودية اليوم عن خارطة الطريق الخاصة بزراعة  مليارات شجرةوالتي تندرج ضمن التزامات المملكة الوطنية والدولية بالتصدي لكافة التحديات البيئيةالمتعلقةبالمناخ وتحسين جودة حياة المواطنين من خلال الفوائد الاقتصادية والاجتماعية التي سيتم تحقيقها على المدى الطويل من خلال جهود التشجير  وتأتي هذه المبادرةبالتزامن مع فعاليات النسخةالثانية من أسبوع المناخ في الشرق الأوسط وشمال إفريقيا الذي تستضيفه المملكةللمرةالأولى في الفترةمن    أكتوبر م بمدينة الرياضوتتضمن الخارطة خطة استراتيجية مصممةلتنميةالغطاء النباتي في جميع مناطق الموائل الطبيعية كما ستشمل المدنوالطرق السريعة والمساحات الخضراء لضمان مساهمة الأشجار الجديدة في تعزيز صحةورفاه سكانها الذين تعيش النسبة الأكبر منهم في المناطق الحضريةومن المتوقع أن تستفيد مراكز المدن من زيادة الكثافة الشجرية التي ستسهم في خفض درجات الحرارة بمقدار  درجة مئوية وتحسين جودة الهواء وتُعَدُّ درجات الحرارة المرتفعة وتلوث الهواء من المخاطر البيئية الأكثر شيوعاً في المناطق الحضرية حول العالم التي ترتبط بانتشار مجموعة من الأمراض غير المعديةمثل أمراض القلب والشرايينوالجهاز التنفسي كما تُسهم جهود تنمية الغطاء النباتي بالمدن في خفض نسبةثاني أكسيد الكربون وبالإضافةلذلك سيسهم تنفيذ خارطةالطريق في توفير العديد من فرص العمل في مختلف أنحاء المملكةللقيام بمهام زراعةالأشجاروجمع البذوروتجهيز وصيانة الأراضي الزراعيةوتطوير شبكات لإعادةاستخدام المياةالمعالجة وإنشاء حدائق ومتنزهات ومحميات جديدةفي خطوة مهمةتمهد الطريق لتطويرأساليب جديدة ومبتكرة لتعزيز الاستدامة  وتعدّ مبادرة السعودية الخضراء واحدة من أكبر مبادرات إعادة التشجير في العالم حيث تعكس التزام المملكة بالتصدي للتحديات البيئية المختلفة التي تواجه البلاد بما في ذلك انخفاض معدلات هطول الأمطار ومساحة الأراضي الصالحة للزراعة ومناطق الغابات إلى ما دون المعدلات العالمية وكان الهدف الأولي الذي تم الإعلان عنه لزراعة  مليارات شجرة يعادل استصلاح  مليون هكتار من الأراضي في المملكة ومن خلال تنفيذ الدراسة تم رفع هذا الهدف ليعادل الآن استصلاح  مليون هكتار من الأراضي ويشكّل هدف زراعة  مليارات شجرة نسبة  من هدف التشجير العالمي و من هدف زراعة  مليار شجرة الذي حددته مبادرة الشرق الأوسط الأخضر وتجدر الإشارة إلى أن خارطة الطريق التي أعلن عنها اليوم لا تمثّل بداية جهود التشجير في المملكة إذ شهدت الفترة بين عامي م وم زراعة  مليون شجرة في مختلف أنحاء المملكة  يُشار إلى أن خارطة الطريق استندت إلى دراسة جدوى علمية استراتيجية تفصيلية استمرت لمدة عامين جرى تنفيذها بالتعاون بين وزارة البيئة والمياه والزراعة والمركز الوطني لتنمية الغطاء النباتي ومكافحة التصحّر بمشاركة نخبة من أمهر الخبراء محليّاً ودوليّاً في تخصصات متعددة  كما توسّعت الدراسة إلى جانب التركيز على تمكين المملكة من تحقيق هدف زراعة  مليارات شجرة لتشمل أساليب الريّ المستدامة التي يمكن استخدامها في أنشطة التشجير وضمان توافق أنواع الأشجار المختارة مع الغطاء النباتي وقدرتها على التكيف مع مناخ المملكة وشملت الدراسة أكثر من  مسحاً ميدانيّاً في مختلف مناطق المملكة لتحديد المواقع الجغرافية الأنسب لزراعة الأشجار استناداً إلى الظروف البيئية المختلفة بما في ذلك التربة والمياه ودرجات الحرارة والرياح والارتفاع عن مستوى سطح البحر كما تضمنت الدراسة تقييماً شاملاً للقطاعات ذات الصلة بالاستفادة من التوصيات العلمية والتقنيات المتقدمة  ومن المقرر تنفيذ خارطة الطريق المعتمدة على مرحلتين تمتدّ المرحلة الأولى من عام م حتى عام م وتَتَّبِع نهجاً قائماً على الطبيعة لإعادة التأهيل البيئي بينما ستبدأ المرحلة الثانية في عام م وسيتم خلالها العمل على استحداث نهج شامل يعتمد على الجهود البشرية في إعادة التأهيل البيئي  وتحتضن المملكة العربية السعودية أكثر من  من الأنواع النباتية التي تزدهر عبر مجموعة متنوعة من الموائل الطبيعية بما في ذلك غابات المانجروف والمستنقعات والغابات الجبلية والمراعي والمتنزهات الوطنية والوديان ومن المتوقع زراعة أكثر من  مليون شجرة بحلول عام  أي ما يعادل استصلاح  مليون هكتار من الأراضي وتعدّ استعادة وحماية التنوع الأحيائي أحد أهم الجوانب التي يركز عليها هدف زراعة  مليارات شجرة,ايجابي
مقالي بعنوان المحميات الطبيعية ومكافحة تغير المناخ السعودية نموذجاً العدد الرابع من مجلة الحمى حماية الطيور المهاجرة ومناطق مخصصة للصيد  عن جمعية حماية الطبيعة في لبنان  🚩 للمحميات الطبيعية أثرها في مجابهة التغير المناخي عبر الإسهام في تقليل الانبعاثات الكربونية وتأثيرات الاحتباس الحراري 🚩 أولت السعودية اهتماماً كبيراً بالمحميات الطبيعية ضمن رؤية المملكة  والعمل جارٍ على زيادتها 🚩 تمثل الإدارة الاحترافية للمحميات وتوفير الإمكانات وسن القوانين ركائز أساسية لمكافحة التغير المناخي 🚩وفرت المحميات ملاذًا آمنًا للحيوانات والنباتات المهددة ما عزز الاستقرار البيئي وضمن استدامة النظم البيئية  من أهم الأدوار الأساسية للمحميات في مواجهة التغير المناخي والتصحر حماية التنوع البيولوجي          ,ايجابي
تجربة عكس تأثيرات التصحر والبناء البيئي في منطقة البيضاء الصحراوية جنوب مكة المكرمة في الفيديو الأول يحدد الباحث النطاق الذي يمكن تطبيق التجربة عليه لتكوين منطقة ساڤانا وهي منطقة سهول تهامة من  جنوبا وحتى  شمالا مرورا ب  و  و  و  و  و  و  و  و  والمناطق الواقعة شرق الشريط الساحلي حتى منحدرات جبال سروات وهي منطقة تزيد مساحتها عن  ألف كم مربع تقارب مساحة دول مثل الأردن والبرتغال وبطول يقارب  كلم  خلصت الدراسة إلى أن  من المياه الحلوة التي تصب في البحر الأحمر تأتي من السواحل الغربية للمملكة العربية السعودية وبكميات تتجاوز المئات الملايين من الأمتار المكعبة وفي خسارة مركبة حيث أنها تجرف معها أفضل أنواع التربة الزراعية تاركة مكانها للرمال لتغطي المنطقة وبسبب الانحدار الكبير نحو الشواطيء فإن سرعة السيول الهادرة لا تترك مجالا للمياه للتسرب إلى باذن الأرض لتعيد جزءا من المياه المفقودة إلى مكامن المياه الجوفية والآبار  فعلى سبيل المثال فإن سيلا فيضان واحدا لوادي الليث مثلا يكفي لسقي  مليون شجرة لمدة  أعوام ناهيك عن ملايين الأمتار المكعبة من التربة التي يتم تجريفها ورميها في البحر في حين أن هنالك ما يقارب من  وادي مشابه على امتداد الساحل  بتطبيق هذه التجربة على نطاق واسع يشمل المنطقة المحددة بطول الساحل الغربي للمملكة يمكن تكوين نظام بيئي دائري جديد مربح بيئيا وماديا بل يمكن أن نرى أول نهر دائم في الجزيرة العربية للمرة الأولى منذ العصر الجليدي الأخير كما أن سيتسبب في رفع كميات التربة الزراعية وتثبيتها ورفع مستوى المياه الجوفية والسدود بالاضافة للحياة الفطرية  في الفيديو الثاني مقارنة للمنطقة قبل وبعد لتوثيق الآثار الايجابية لتطبيق هذا المشروع  في النهاية قد يبدو هذا المشروع حلما في أغلب دول العالم ولكن لا ننسى أننا في وطن تتحق فيه الأحلام وفي فترة نستمتع فيها بتحويل الأحلام إلى واقع      ,ايجابي
يسرنا أن نعلن عن شراكتنا مع شركة المراعي      لدعم مسار طخفة بالتعاون معًا نهدف إلى تعزيز السياحة البيئية وإكتشاف جمال الطبيعه السعودية  مغامرة فريدة في قلب القصيم يوم  أكتوبر   ,ايجابي
